salesid,gamename,platform,year_of_release,genre,developer,na_sales,eu_sales,jp_sales,other_sales,global_sales,salesyear
26996,Blast Works: Build Trade Destroy,Wii,2008,Shooter,Eidos Interactive,0.01,0.01,0.01,0.01,0.04,2017
26997,MX SuperFly featuring Ricky Carmichael,XB,2002,Racing,THQ,0.01,0.01,0.01,0.01,0.04,2003
26998,MX SuperFly featuring Ricky Carmichael,XB,2002,Racing,THQ,0.01,0.01,0.01,0.01,0.04,2011
26999,MX SuperFly featuring Ricky Carmichael,XB,2002,Racing,THQ,0.01,0.01,0.01,0.01,0.04,2015
27000,MX SuperFly featuring Ricky Carmichael,XB,2002,Racing,THQ,0.01,0.01,0.01,0.01,0.04,2020
27001,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2012
27002,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2016
27003,SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.01,0.01,0.01,0.01,0.04,2006
27004,SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.01,0.01,0.01,0.01,0.04,2017
27005,Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
27006,Medieval II: Total War,PC,2006,Strategy,Sega,0.01,0.01,0.01,0.01,0.04,2007
27007,Lego Star Wars: The Force Awakens,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2016
27008,Lego Star Wars: The Force Awakens,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2017
27009,Lego Star Wars: The Force Awakens,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2018
27010,Lego Star Wars: The Force Awakens,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2019
27011,Darkest of Days,X360,2009,Shooter,Phantom EFX,0.01,0.01,0.01,0.01,0.04,2018
27012,Skylanders Imaginators,XOne,2016,Platform,Activision,0.01,0.01,0.01,0.01,0.04,2021
27013,Minority Report: Everybody Runs,XB,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2006
27014,Minority Report: Everybody Runs,XB,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2011
27015,Minority Report: Everybody Runs,XB,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2012
27016,Minority Report: Everybody Runs,XB,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2018
27017,NASCAR,PSP,2006,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2006
27018,NASCAR,PSP,2006,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2014
27019,NASCAR,PSP,2006,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2016
27020,The Voice,WiiU,2014,Action,Activision,0.01,0.01,0.01,0.01,0.04,2014
27021,The Voice,WiiU,2014,Action,Activision,0.01,0.01,0.01,0.01,0.04,2016
27022,The Voice,WiiU,2014,Action,Activision,0.01,0.01,0.01,0.01,0.04,2019
27024,One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2018
27025,Shox,PS2,2002,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2009
27026,Rio,X360,2011,Misc,THQ,0.01,0.01,0.01,0.01,0.04,2011
27027,Rio,X360,2011,Misc,THQ,0.01,0.01,0.01,0.01,0.04,2020
27028,Gundam Breaker,PSV,2013,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
27029,Unou no Tatsujin: Soukai! Machigai Museum 2,DS,2007,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2009
27030,Unou no Tatsujin: Soukai! Machigai Museum 2,DS,2007,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2012
27031,Unou no Tatsujin: Soukai! Machigai Museum 2,DS,2007,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2017
27032,Kiniro no Corda 3,PSP,2010,Adventure,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2019
27033,Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.01,0.01,0.01,0.01,0.04,2005
27034,Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.01,0.01,0.01,0.01,0.04,2011
27035,Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.01,0.01,0.01,0.01,0.04,2014
27036,Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.01,0.01,0.01,0.01,0.04,2020
27037,Neo Atlas,PS,1998,Strategy,ArtDink,0.01,0.01,0.01,0.01,0.04,1999
27038,Neo Atlas,PS,1998,Strategy,ArtDink,0.01,0.01,0.01,0.01,0.04,2008
27039,Neo Atlas,PS,1998,Strategy,ArtDink,0.01,0.01,0.01,0.01,0.04,2015
27040,Neo Atlas,PS,1998,Strategy,ArtDink,0.01,0.01,0.01,0.01,0.04,2017
27041,Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2019
27042,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005,Adventure,Activision,0.01,0.01,0.01,0.01,0.04,2008
27043,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005,Adventure,Activision,0.01,0.01,0.01,0.01,0.04,2010
27044,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005,Adventure,Activision,0.01,0.01,0.01,0.01,0.04,2019
27045,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,0.01,0.01,0.01,0.01,0.04,2012
27046,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,0.01,0.01,0.01,0.01,0.04,2015
27047,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,0.01,0.01,0.01,0.01,0.04,2019
27048,Winning Post 6,PS2,2003,Sports,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2004
27049,Winning Post 6,PS2,2003,Sports,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2010
27050,Winning Post 6,PS2,2003,Sports,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2012
27051,Winning Post 6,PS2,2003,Sports,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2017
27052,Egg Monster Hero,DS,,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2002
27053,Egg Monster Hero,DS,,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2009
27054,Egg Monster Hero,DS,,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2017
27055,Whacked!,XB,2002,Misc,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2008
27056,Whacked!,XB,2002,Misc,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2020
27057,Barnyard,PS2,2006,Action,THQ,0.01,0.01,0.01,0.01,0.04,2007
27058,Barnyard,PS2,2006,Action,THQ,0.01,0.01,0.01,0.01,0.04,2018
27059,Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0.01,0.01,0.01,0.01,0.04,2015
27060,Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0.01,0.01,0.01,0.01,0.04,2019
27061,MindJack,X360,2011,Shooter,Square Enix,0.01,0.01,0.01,0.01,0.04,2013
27062,MindJack,X360,2011,Shooter,Square Enix,0.01,0.01,0.01,0.01,0.04,2016
27063,MindJack,X360,2011,Shooter,Square Enix,0.01,0.01,0.01,0.01,0.04,2019
27064,Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2008
27065,Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2014
27066,Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
27067,thinkSMART,DS,2010,Misc,Conspiracy Entertainment,0.01,0.01,0.01,0.01,0.04,2015
27068,thinkSMART,DS,2010,Misc,Conspiracy Entertainment,0.01,0.01,0.01,0.01,0.04,2018
27069,National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,0.01,0.01,0.01,0.01,0.04,2013
27070,National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,0.01,0.01,0.01,0.01,0.04,2019
27071,Rocky,GC,2002,Fighting,Rage Software,0.01,0.01,0.01,0.01,0.04,2004
27072,Rocky,GC,2002,Fighting,Rage Software,0.01,0.01,0.01,0.01,0.04,2013
27073,Glory Days 2,DS,2007,Strategy,Ghostlight,0.01,0.01,0.01,0.01,0.04,2007
27074,Glory Days 2,DS,2007,Strategy,Ghostlight,0.01,0.01,0.01,0.01,0.04,2016
27075,Glory Days 2,DS,2007,Strategy,Ghostlight,0.01,0.01,0.01,0.01,0.04,2019
27076,Just Dance 2017,WiiU,2016,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2018
27077,Just Dance 2017,WiiU,2016,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2019
27078,Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.01,0.01,0.01,0.01,0.04,2013
27079,Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.01,0.01,0.01,0.01,0.04,2014
27080,Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.01,0.01,0.01,0.01,0.04,2016
27081,Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.01,0.01,0.01,0.01,0.04,2018
27082,Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.01,0.01,0.01,0.01,0.04,2006
27083,Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.01,0.01,0.01,0.01,0.04,2010
27084,Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.01,0.01,0.01,0.01,0.04,2013
27085,Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.01,0.01,0.01,0.01,0.04,2017
27086,NFL Blitz 20-02,XB,2002,Sports,Midway Games,0.01,0.01,0.01,0.01,0.04,2021
27087,NatGeo Challenge! Wild Life,PS3,2010,Misc,Black Bean Games,0.01,0.01,0.01,0.01,0.04,2019
27088,Metal Fight Beyblade,DS,2009,Action,Hudson Soft,0.01,0.01,0.01,0.01,0.04,2011
27089,Metal Fight Beyblade,DS,2009,Action,Hudson Soft,0.01,0.01,0.01,0.01,0.04,2013
27090,Metal Fight Beyblade,DS,2009,Action,Hudson Soft,0.01,0.01,0.01,0.01,0.04,2015
27091,Metal Fight Beyblade,DS,2009,Action,Hudson Soft,0.01,0.01,0.01,0.01,0.04,2019
27092,Robots,XB,2005,Action,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2010
27093,Kung Fu Panda 2,PS3,2011,Action,THQ,0.01,0.01,0.01,0.01,0.04,2011
27094,Kung Fu Panda 2,PS3,2011,Action,THQ,0.01,0.01,0.01,0.01,0.04,2014
27095,Kung Fu Panda 2,PS3,2011,Action,THQ,0.01,0.01,0.01,0.01,0.04,2016
27096,Kung Fu Panda 2,PS3,2011,Action,THQ,0.01,0.01,0.01,0.01,0.04,2017
27097,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
27098,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2017
27099,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2018
27100,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2021
27101,Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,0.01,0.01,0.01,0.01,0.04,2010
27102,Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,0.01,0.01,0.01,0.01,0.04,2017
27103,Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.01,0.01,0.01,0.01,0.04,2010
27104,Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.01,0.01,0.01,0.01,0.04,2013
27105,Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.01,0.01,0.01,0.01,0.04,2016
27106,Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.01,0.01,0.01,0.01,0.04,2020
27107,Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2004
27108,Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2008
27109,Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2011
27110,Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2018
27111,Dungeons,PC,2011,Strategy,Kalypso Media,0.01,0.01,0.01,0.01,0.04,2014
27112,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.01,0.01,0.01,0.01,0.04,2013
27113,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.01,0.01,0.01,0.01,0.04,2016
27114,Winter Stars,X360,2011,Sports,Deep Silver,0.01,0.01,0.01,0.01,0.04,2012
27115,Winter Stars,X360,2011,Sports,Deep Silver,0.01,0.01,0.01,0.01,0.04,2017
27116,Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2015
27117,Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2016
27118,Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2018
27119,Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2021
27120,Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,0.01,0.01,0.01,0.01,0.04,2008
27121,Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,0.01,0.01,0.01,0.01,0.04,2010
27122,PhotoKano,PSP,2012,Adventure,Kadokawa Shoten,0.01,0.01,0.01,0.01,0.04,2013
27123,PhotoKano,PSP,2012,Adventure,Kadokawa Shoten,0.01,0.01,0.01,0.01,0.04,2014
27124,PhotoKano,PSP,2012,Adventure,Kadokawa Shoten,0.01,0.01,0.01,0.01,0.04,2016
27125,PhotoKano,PSP,2012,Adventure,Kadokawa Shoten,0.01,0.01,0.01,0.01,0.04,2019
27126,Ouchi Mainichi Tamagotchi,3DS,2012,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2012
27127,Ouchi Mainichi Tamagotchi,3DS,2012,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
27128,Ouchi Mainichi Tamagotchi,3DS,2012,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2018
27129,Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2008
27130,Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2014
27131,Fresh PreCure! Asobi Collection,DS,2009,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2010
27132,Fresh PreCure! Asobi Collection,DS,2009,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
27133,Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2017
27134,Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
27135,Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2000
27136,Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2007
27137,Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2015
27138,Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2020
27139,Chess,PS,2001,Strategy,Success,0.01,0.01,0.01,0.01,0.04,2007
27140,Chess,PS,2001,Strategy,Success,0.01,0.01,0.01,0.01,0.04,2018
27198,MLB SlugFest 20-04,XB,2003,Sports,Midway Games,0.01,0.01,0.01,0.01,0.04,2009
27141,Rosco McQueen: Firefighter Extreme,PS,1997,Action,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2008
27142,Rosco McQueen: Firefighter Extreme,PS,1997,Action,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2010
27143,Terranigma,SNES,1995,Role-Playing,Nintendo,0.01,0.01,0.01,0.01,0.04,1997
27144,Terranigma,SNES,1995,Role-Playing,Nintendo,0.01,0.01,0.01,0.01,0.04,2009
27145,Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2011
27146,Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2014
27147,Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2017
27148,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009,Action,Blast! Entertainment Ltd,0.01,0.01,0.01,0.01,0.04,2010
27149,Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2016
27150,Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2019
27151,Forever Kingdom,PS2,2001,Role-Playing,From Software,0.01,0.01,0.01,0.01,0.04,2017
27152,Blitz: Overtime,PSP,2006,Sports,Midway Games,0.01,0.01,0.01,0.01,0.04,2010
27153,Blitz: Overtime,PSP,2006,Sports,Midway Games,0.01,0.01,0.01,0.01,0.04,2020
27154,Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.01,0.01,0.01,0.01,0.04,2003
27155,Populous DS,DS,2008,Strategy,Rising Star Games,0.01,0.01,0.01,0.01,0.04,2017
27156,The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2019
27157,Young Justice: Legacy,PS3,2013,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2013
27158,Young Justice: Legacy,PS3,2013,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
27159,Ys VIII: Lacrimosa of Dana,PSV,2016,Role-Playing,Nihon Falcom Corporation,0.01,0.01,0.01,0.01,0.04,2016
27160,Ys VIII: Lacrimosa of Dana,PSV,2016,Role-Playing,Nihon Falcom Corporation,0.01,0.01,0.01,0.01,0.04,2021
27161,Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.01,0.01,0.01,0.01,0.04,2011
27162,Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.01,0.01,0.01,0.01,0.04,2014
27163,Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.01,0.01,0.01,0.01,0.04,2017
27164,Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.01,0.01,0.01,0.01,0.04,2019
27165,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2000
27166,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2014
27167,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.01,0.01,0.01,0.01,0.04,2010
27168,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.01,0.01,0.01,0.01,0.04,2014
27169,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.01,0.01,0.01,0.01,0.04,2019
27170,Shining Tears,PS2,2004,Role-Playing,Sega,0.01,0.01,0.01,0.01,0.04,2008
27171,Shining Tears,PS2,2004,Role-Playing,Sega,0.01,0.01,0.01,0.01,0.04,2011
27172,Shining Tears,PS2,2004,Role-Playing,Sega,0.01,0.01,0.01,0.01,0.04,2018
27173,Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0.01,0.01,0.01,0.04,2015
27174,Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0.01,0.01,0.01,0.04,2018
27175,Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0.01,0.01,0.01,0.04,2020
27176,MotoGP,XB,2002,Racing,THQ,0.01,0.01,0.01,0.01,0.04,2003
27177,Scaler,PS2,2004,Platform,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2007
27178,Scaler,PS2,2004,Platform,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2016
27179,Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2018
27180,X-COM: UFO Defense,PS,1995,Strategy,Microprose,0.01,0.01,0.01,0.01,0.04,2000
27181,X-COM: UFO Defense,PS,1995,Strategy,Microprose,0.01,0.01,0.01,0.01,0.04,2006
27182,X-COM: UFO Defense,PS,1995,Strategy,Microprose,0.01,0.01,0.01,0.01,0.04,2007
27183,X-COM: UFO Defense,PS,1995,Strategy,Microprose,0.01,0.01,0.01,0.01,0.04,2014
27184,Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2008
27185,Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2013
27186,Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2019
27187,Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,0.01,0.01,0.01,0.01,0.04,2020
27188,Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2011
27189,Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2015
27190,Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2020
27191,World Cup '98 France: Road to Win,SAT,1998,Sports,Sega,0.01,0.01,0.01,0.01,0.04,1999
27192,World Cup '98 France: Road to Win,SAT,1998,Sports,Sega,0.01,0.01,0.01,0.01,0.04,2009
27193,World Cup '98 France: Road to Win,SAT,1998,Sports,Sega,0.01,0.01,0.01,0.01,0.04,2012
27194,World Cup '98 France: Road to Win,SAT,1998,Sports,Sega,0.01,0.01,0.01,0.01,0.04,2020
27195,Pro Evolution Soccer 2013,Wii,2012,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2013
27196,Pro Evolution Soccer 2013,Wii,2012,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2016
27197,Pro Evolution Soccer 2013,Wii,2012,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2019
27199,Barbie and the Magic of Pegasus,GBA,2005,Action,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2015
27200,Beaterator,PSP,2009,Misc,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2013
27201,Beaterator,PSP,2009,Misc,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2020
27202,Big League Sports: Summer,Wii,2009,Sports,Activision,0.01,0.01,0.01,0.01,0.04,2010
27203,Big League Sports: Summer,Wii,2009,Sports,Activision,0.01,0.01,0.01,0.01,0.04,2012
27204,Big League Sports: Summer,Wii,2009,Sports,Activision,0.01,0.01,0.01,0.01,0.04,2015
27205,Big League Sports: Summer,Wii,2009,Sports,Activision,0.01,0.01,0.01,0.01,0.04,2018
27206,SD Gundam G Generation DS,DS,2005,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2006
27207,SD Gundam G Generation DS,DS,2005,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2009
27208,SD Gundam G Generation DS,DS,2005,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2016
27209,SD Gundam G Generation DS,DS,2005,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
27210,Retro Game Challenge (US sales),DS,2007,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2009
27211,Retro Game Challenge (US sales),DS,2007,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2010
27212,Retro Game Challenge (US sales),DS,2007,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2014
27213,Retro Game Challenge (US sales),DS,2007,Action,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2018
27214,Wordmaster,DS,2008,Strategy,Zoo Digital Publishing,0.01,0.01,0.01,0.01,0.04,2010
27215,Wordmaster,DS,2008,Strategy,Zoo Digital Publishing,0.01,0.01,0.01,0.01,0.04,2015
27216,Wordmaster,DS,2008,Strategy,Zoo Digital Publishing,0.01,0.01,0.01,0.01,0.04,2018
27217,Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.01,0.01,0.01,0.01,0.04,2012
27218,Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.01,0.01,0.01,0.01,0.04,2017
27219,Bleach: Heat the Soul,PSP,2005,Fighting,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2009
27220,Bleach: Heat the Soul,PSP,2005,Fighting,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2014
27221,MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International,0.01,0.01,0.01,0.01,0.04,2015
27222,MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International,0.01,0.01,0.01,0.01,0.04,2020
27223,SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2012
27224,SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2014
27225,SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2016
27226,SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2021
27227,Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.01,0.01,0.01,0.01,0.04,2008
27228,Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.01,0.01,0.01,0.01,0.04,2014
27229,Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.01,0.01,0.01,0.01,0.04,2018
27230,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.01,0.01,0.01,0.01,0.04,2009
27231,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.01,0.01,0.01,0.01,0.04,2017
27232,World Stadium 5,PS,2001,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2006
27233,World Stadium 5,PS,2001,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2013
27234,World Stadium 5,PS,2001,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
27235,The Smurfs 2,Wii,2013,Platform,Ubisoft,0.01,0.01,0.01,0.01,0.04,2013
27236,The Smurfs 2,Wii,2013,Platform,Ubisoft,0.01,0.01,0.01,0.01,0.04,2018
27237,The Smurfs 2,Wii,2013,Platform,Ubisoft,0.01,0.01,0.01,0.01,0.04,2020
